"DELTA-T LOGGER"
"TW_EWANP"
"31/07 08:16:56"
"31/07 12:39:07"
"TIMED"
"Channel number   ",22," ",         6," ",         7," ",        61," ",         2," ",         3," ",         4," ",         5," ",         9," ",        10," ",        11," ",        12," ",        13," ",        14," ",        15," ",        17," ",        18," ",        20," ",        26," ",        27," ",        28," ",        29," ",        30
"Sensor code      ",22," ","     BFP"," ","     BFP"," ","     RG1"," ","     HPt"," ","     HPh"," ","     CMP"," ","     CMP"," ","     HPt"," ","     HPh"," ","     HPt"," ","     HPh"," ","     VLT"," ","     VLT"," ","     VLT"," ","     VLT"," ","     A3A"," ","     WV2"," ","     VLT"," ","     VLT"," ","     VLT"," ","     VLT"," ","     PRT"
"Label            ",22," ","BF3Total"," "," BF3Diff"," ","  Chan61"," ","   Ta27m"," ","   RH27m"," ","Rg Incid"," "," Rg Refl"," ","   Ta19m"," ","   RH19m"," ","    Ta8m"," ","    RH8m"," ","  Chan13"," ","  Chan14"," ","  Chan15"," ","  Chan17"," ","  Chan18"," ","  Chan20"," "," UpperSW"," ","   LowSW"," "," UpperLW"," ","   LowLW"," ","  Chan30"
"Unit             ",22," ","    µmol"," ","    µmol"," ","      mm"," ","   deg C"," ","       %"," ","   W.m-2"," ","   W.m-2"," ","   deg C"," ","       %"," ","   deg C"," ","       %"," ","      mV"," ","      mV"," ","      mV"," ","      mV"," ","   m.s-1"," ","     deg"," ","      mV"," ","      mV"," ","      mV"," ","      mV"," ","   deg C"
"31/07 09:40:20   ", 2," ",    1508.5," ",     420.5
"31/07 09:40:30   ", 2," ",    1518.7," ",     425.0
"31/07 09:40:40   ", 2," ",    1523.2," ",     428.8
"31/07 09:40:50   ", 2," ",    1528.3," ",     434.6
"31/07 09:41:00   ", 2," ",    1530.9," ",     440.3
"31/07 09:41:10   ", 2," ",    1534.7," ",     446.1
"31/07 09:41:20   ", 2," ",    1543.0," ",     454.4
"31/07 09:41:30   ", 2," ",    1543.0," ",     458.9
"31/07 09:41:40   ", 2," ",    1548.8," ",     465.9
"31/07 09:41:50   ", 2," ",    1552.6," ",     471.7
"31/07 09:42:00   ", 2," ",    1551.4," ",     476.2
"31/07 09:42:10   ", 2," ",    1554.6," ",     480.0
"31/07 09:42:20   ", 2," ",    1551.4," ",     481.9
"31/07 09:42:30   ", 2," ",    1553.3," ",     483.2
"31/07 09:42:40   ", 2," ",    1535.4," ",     483.2
"31/07 09:42:50   ", 2," ",    1529.6," ",     482.6
"31/07 09:43:00   ", 2," ",    1524.5," ",     482.6
"31/07 09:43:10   ", 2," ",    1530.2," ",     482.6
"31/07 09:43:20   ", 2," ",    1535.4," ",     482.6
"31/07 09:43:30   ", 2," ",    1527.0," ",     483.2
"31/07 09:43:40   ", 2," ",    1539.2," ",     486.4
"31/07 09:43:50   ", 2," ",    1542.4," ",     489.6
"31/07 09:44:00   ", 2," ",    1539.8," ",     492.2
"31/07 09:44:10   ", 2," ",    1541.1," ",     493.4
"31/07 09:44:20   ", 2," ",    1543.0," ",     492.2
"31/07 09:44:30   ", 2," ",    1550.7," ",     490.9
"31/07 09:44:40   ", 2," ",    1546.2," ",     489.6
"31/07 09:44:50   ", 2," ",    1553.3," ",     490.9
"31/07 09:45:00   ", 2," ",    1548.8," ",     492.2
"31/07 09:45:10   ", 2," ",    1556.5," ",     496.0
"31/07 09:45:20   ", 2," ",    1561.0," ",     498.6
"31/07 09:45:30   ", 2," ",    1571.8," ",     499.8
"31/07 09:45:40   ", 2," ",    1569.9," ",     499.8
"31/07 09:45:50   ", 2," ",    1560.3," ",     499.8
"31/07 09:46:00   ", 2," ",    1568.6," ",     501.8
"31/07 09:46:10   ", 2," ",    1579.5," ",     506.2
"31/07 09:46:20   ", 2," ",    1587.8," ",     512.6
"31/07 09:46:30   ", 2," ",    1612.2," ",     519.7
"31/07 09:46:40   ", 2," ",    1630.1," ",     526.1
"31/07 09:46:50   ", 2," ",    1633.3," ",     531.2
"31/07 09:47:00   ", 2," ",    1630.1," ",     534.4
"31/07 09:47:10   ", 2," ",    1647.4," ",     537.6
"31/07 09:47:20   ", 2," ",    1649.3," ",     538.9
"31/07 09:47:30   ", 2," ",    1643.5," ",     540.2
"31/07 09:47:40   ", 2," ",    1630.1," ",     542.7
"31/07 09:47:50   ", 2," ",    1624.3," ",     545.3
"31/07 09:48:00   ", 2," ",    1655.0," ",     548.5
"31/07 09:48:10   ", 2," ",    1666.6," ",     549.8
"31/07 09:48:20   ", 2," ",    1676.8," ",     548.5
"31/07 09:48:30   ", 2," ",    1688.3," ",     545.3
"31/07 09:48:40   ", 2," ",    1703.0," ",     542.7
"31/07 09:48:50   ", 2," ",    1703.0," ",     537.0
