"DELTA-T LOGGER"
"EP_PAR  "
"07/08 09:19:07"
"07/08 15:36:45"
"TIMED"
"Channel number   ", 1," ",         6
"Sensor code      ", 1," ","     VLT"
"Label            ", 1," "," voltage"
"Unit             ", 1," ","      mV"
"Minimum value    ", 1," ",    -0.001
"Maximum value    ", 1," ",    21.992
"07/08 09:19:10   ", 1," ",     0.539
"07/08 09:19:15   ", 1," ",     0.538
"07/08 09:19:20   ", 1," ",     0.549
"07/08 09:19:25   ", 1," ",     0.561
"07/08 09:19:30   ", 1," ",     0.529
"07/08 09:19:35   ", 1," ",     0.537
"07/08 09:19:40   ", 1," ",     0.532
"07/08 09:19:45   ", 1," ",     0.512
"07/08 09:19:50   ", 1," ",     0.452
"07/08 09:19:55   ", 1," ",     0.601
"07/08 09:20:00   ", 1," ",     0.552
"07/08 09:20:05   ", 1," ",     0.575
"07/08 09:20:10   ", 1," ",     0.576
"07/08 09:20:15   ", 1," ",     0.536
"07/08 09:20:20   ", 1," ",     0.575
"07/08 09:20:25   ", 1," ",     0.576
"07/08 09:20:30   ", 1," ",     0.559
"07/08 09:20:35   ", 1," ",     0.562
"07/08 09:20:40   ", 1," ",     0.569
"07/08 09:20:45   ", 1," ",     0.610
"07/08 09:20:50   ", 1," ",     0.548
"07/08 09:20:55   ", 1," ",     0.597
"07/08 09:21:00   ", 1," ",     0.591
"07/08 09:21:05   ", 1," ",     0.592
"07/08 09:21:10   ", 1," ",     0.590
"07/08 09:21:15   ", 1," ",     0.599
"07/08 09:21:20   ", 1," ",     0.600
"07/08 09:21:25   ", 1," ",     0.602
"07/08 09:21:30   ", 1," ",     0.598
"07/08 09:21:35   ", 1," ",     0.531
"07/08 09:21:40   ", 1," ",     0.602
"07/08 09:21:45   ", 1," ",     0.600
"07/08 09:21:50   ", 1," ",     0.598
"07/08 09:21:55   ", 1," ",     0.648
"07/08 09:22:00   ", 1," ",     0.636
"07/08 09:22:05   ", 1," ",     0.655
"07/08 09:22:10   ", 1," ",     0.655
"07/08 09:22:15   ", 1," ",     0.135
"07/08 09:22:20   ", 1," ",     0.658
"07/08 09:22:25   ", 1," ",     0.658
"07/08 09:22:30   ", 1," ",     0.657
"07/08 09:22:35   ", 1," ",     0.657
"07/08 09:22:40   ", 1," ",     0.534
"07/08 09:22:45   ", 1," ",     0.564
"07/08 09:22:50   ", 1," ",     0.494
"07/08 09:22:55   ", 1," ",     0.622
"07/08 09:23:00   ", 1," ",     0.637
"07/08 09:23:05   ", 1," ",     0.637
"07/08 09:23:10   ", 1," ",     0.638
"07/08 09:23:15   ", 1," ",     0.484
"07/08 09:23:20   ", 1," ",     0.639
"07/08 09:23:25   ", 1," ",     0.471
"07/08 09:23:30   ", 1," ",     0.113
"07/08 09:23:35   ", 1," ",     0.007
"07/08 09:23:40   ", 1," ",     0.007
"07/08 09:23:45   ", 1," ",     0.227
"07/08 09:23:50   ", 1," ",     0.380
"07/08 09:23:55   ", 1," ",     0.014
