"DELTA-T LOGGER"
"EP_PAR  "
"23/09 07:49:47"
"23/09 10:38:54"
"TIMED"
"Channel number   ", 1," ",         6
"Sensor code      ", 1," ","     VLT"
"Label            ", 1," "," voltage"
"Unit             ", 1," ","      mV"
"Minimum value    ", 1," ",     0.685
"Maximum value    ", 1," ",    10.240
"23/09 07:49:50   ", 1," ",     0.685
"23/09 07:49:55   ", 1," ",     0.687
"23/09 07:50:00   ", 1," ",     0.687
"23/09 07:50:05   ", 1," ",     0.688
"23/09 07:50:10   ", 1," ",     0.690
"23/09 07:50:15   ", 1," ",     0.690
"23/09 07:50:20   ", 1," ",     0.691
"23/09 07:50:25   ", 1," ",     0.692
"23/09 07:50:30   ", 1," ",     0.694
"23/09 07:50:35   ", 1," ",     0.696
"23/09 07:50:40   ", 1," ",     0.712
"23/09 07:50:45   ", 1," ",     0.724
"23/09 07:50:50   ", 1," ",     0.734
"23/09 07:50:55   ", 1," ",     0.746
"23/09 07:51:00   ", 1," ",     0.756
"23/09 07:51:05   ", 1," ",     0.768
"23/09 07:51:10   ", 1," ",     0.781
"23/09 07:51:15   ", 1," ",     0.796
"23/09 07:51:20   ", 1," ",     0.810
"23/09 07:51:25   ", 1," ",     0.821
"23/09 07:51:30   ", 1," ",     0.829
"23/09 07:51:35   ", 1," ",     0.835
"23/09 07:51:40   ", 1," ",     0.840
"23/09 07:51:45   ", 1," ",     0.844
"23/09 07:51:50   ", 1," ",     0.846
"23/09 07:51:55   ", 1," ",     0.852
"23/09 07:52:00   ", 1," ",     0.861
"23/09 07:52:05   ", 1," ",     0.866
"23/09 07:52:10   ", 1," ",     0.872
"23/09 07:52:15   ", 1," ",     0.877
"23/09 07:52:20   ", 1," ",     0.880
"23/09 07:52:25   ", 1," ",     0.887
"23/09 07:52:30   ", 1," ",     0.898
"23/09 07:52:35   ", 1," ",     0.904
"23/09 07:52:40   ", 1," ",     0.913
"23/09 07:52:45   ", 1," ",     0.921
"23/09 07:52:50   ", 1," ",     0.929
"23/09 07:52:55   ", 1," ",     0.981
"23/09 07:53:00   ", 1," ",     0.954
"23/09 07:53:05   ", 1," ",     0.991
"23/09 07:53:10   ", 1," ",     0.995
"23/09 07:53:15   ", 1," ",     0.991
"23/09 07:53:20   ", 1," ",     1.015
"23/09 07:53:25   ", 1," ",     1.527
"23/09 07:53:30   ", 1," ",     1.754
"23/09 07:53:35   ", 1," ",     1.092
"23/09 07:53:40   ", 1," ",     1.640
"23/09 07:53:45   ", 1," ",     1.647
"23/09 07:53:50   ", 1," ",     1.673
"23/09 07:53:55   ", 1," ",     1.718
"23/09 07:54:00   ", 1," ",     1.742
"23/09 07:54:05   ", 1," ",     1.780
"23/09 07:54:10   ", 1," ",     1.801
"23/09 07:54:15   ", 1," ",     1.836
"23/09 07:54:20   ", 1," ",     1.846
"23/09 07:54:25   ", 1," ",     1.556
"23/09 07:54:30   ", 1," ",     0.835
"23/09 07:54:35   ", 1," ",     1.554
